"outcome","prespecified_quasipoisson_nonlinearity_p","logistic_spline_nonlinearity_p","linear_primary_result_retained","linear_primary_result_released","bounded_curve_role","logistic_warning_n","logistic_warnings"
"mobility_disability",0.000176974908863395,0.000916263045884809,TRUE,FALSE,"diagnostic_visualization",0,""
