brier_delta_estimate,brier_delta_ci_low_95,brier_delta_ci_high_95,brier_improvement_supported,auc_delta_estimate,auc_directionally_nonworse,model_d_calibration_intercept,model_d_calibration_intercept_ci_contains_zero,model_d_calibration_slope,model_d_calibration_slope_ci_contains_one,both_directions_brier_nonpositive,acceleration_shape_spearman,acceleration_shape_stable,all_500_bootstrap_replicates_complete,positive_explainable_extension_claim,result_status
-0.0009703249310347439,-0.003092809775090476,0.001152159913020988,False,-0.00016066806647274667,False,0.0024704243324506466,True,1.0412311250013755,True,True,0.9806971522079938,True,True,False,provisional_pending_stage4_review
